Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-448424,"Interleukin-17 signaling",5,77,0.005247733933074354,0.33499764323345826,0.6469790232063776,10,35,0.00270020058632927,9606,Homo sapiens,"6196;2353;5602;1848;3725","","R-HSA-168162;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168440;R-HSA-168136;R-HSA-450348"
R-HSA-442755,"Activation of NMDA receptors and postsynaptic events",7,114,0.007769372316499694,0.3371915489375199,0.6469790232063776,44,71,0.005477549760839377,9606,Homo sapiens,"88;6196;2259;114;8825;2263;25854","","R-HSA-9618834;R-HSA-9611030;R-HSA-9619542;R-HSA-9619478;R-HSA-9619355;R-HSA-442760;R-HSA-9610627;R-HSA-9619843;R-HSA-438037;R-HSA-9619783;R-HSA-9619467;R-HSA-9619214;R-HSA-442715;R-HSA-432164;R-HSA-442724;R-HSA-9619376;R-HSA-442725;R-HSA-432162;R-HSA-9612085;R-HSA-9619125;R-HSA-111913;R-HSA-9618811;R-HSA-111912;R-HSA-442732;R-HSA-432172;R-HSA-111915;R-HSA-9619449;R-HSA-9618750;R-HSA-9617535;R-HSA-445367;R-HSA-9029434;R-HSA-9618785;R-HSA-9619430;R-HSA-442739;R-HSA-9619367;R-HSA-9620004;R-HSA-9611368;R-HSA-9610408;R-HSA-9614185;R-HSA-442749;R-HSA-9617326;R-HSA-9617583;R-HSA-9618863;R-HSA-444792"
R-HSA-438064,"Post NMDA receptor activation events",6,96,0.006542629319157636,0.3412576986112569,0.6469790232063776,31,39,0.003008794939052615,9606,Homo sapiens,"88;6196;2259;114;2263;25854","","R-HSA-9618834;R-HSA-9619542;R-HSA-9619478;R-HSA-9619355;R-HSA-442760;R-HSA-9619843;R-HSA-9619783;R-HSA-9619214;R-HSA-442715;R-HSA-442724;R-HSA-9619376;R-HSA-442725;R-HSA-9612085;R-HSA-9619125;R-HSA-111913;R-HSA-9618811;R-HSA-111912;R-HSA-442732;R-HSA-111915;R-HSA-9618750;R-HSA-9617535;R-HSA-445367;R-HSA-9029434;R-HSA-9618785;R-HSA-442739;R-HSA-9619367;R-HSA-9620004;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-444792"
R-HSA-3906995,"Diseases associated with O-glycosylation of proteins",5,78,0.00531588632181558,0.344669680751194,0.6469790232063776,2,9,6.943372936275266E-4,9606,Homo sapiens,"81794;170689;9215;140766;54437","","R-HSA-6785668;R-HSA-6785565"
R-HSA-2022870,"Chondroitin sulfate biosynthesis",2,25,0.0017038097185306344,0.3513749164142157,0.6469790232063776,9,9,6.943372936275266E-4,9606,Homo sapiens,"1634;83539","","R-HSA-9632034;R-HSA-2022911;R-HSA-1971487;R-HSA-9632033;R-HSA-1971482;R-HSA-2018682;R-HSA-1971483;R-HSA-2018659;R-HSA-1971491"
R-HSA-9609523,"Insertion of tail-anchored proteins into the endoplasmic reticulum membrane",2,25,0.0017038097185306344,0.3513749164142157,0.6469790232063776,5,7,5.40040117265854E-4,9606,Homo sapiens,"3162;6804","","R-HSA-9609921;R-HSA-9609860;R-HSA-9610442;R-HSA-9609899;R-HSA-9609917"
R-HSA-3000178,"ECM proteoglycans",5,79,0.005384038710556805,0.3543592827554023,0.6469790232063776,6,23,0.0017744175281592346,9606,Homo sapiens,"2207;7143;1634;3249;3694","","R-HSA-2424246;R-HSA-2327909;R-HSA-2681681;R-HSA-2681667;R-HSA-2396079;R-HSA-2327886"
R-HSA-6785807,"Interleukin-4 and Interleukin-13 signaling",12,211,0.014380154024398555,0.3554282765494685,0.6469790232063776,30,46,0.003548835056318469,9606,Homo sapiens,"6097;2898;51561;6772;3576;7412;4312;2353;5743;2939;3162;4318","","R-HSA-6785895;R-HSA-6788582;R-HSA-6786095;R-HSA-6789615;R-HSA-6797293;R-HSA-6786092;R-HSA-6785898;R-HSA-6786101;R-HSA-6786096;R-HSA-6786110;R-HSA-6788346;R-HSA-6786114;R-HSA-6786050;R-HSA-6788623;R-HSA-6788622;R-HSA-6790029;R-HSA-6786124;R-HSA-6786058;R-HSA-6797271;R-HSA-6786070;R-HSA-6797269;R-HSA-6790036;R-HSA-6788628;R-HSA-6789524;R-HSA-6797268;R-HSA-6797267;R-HSA-6785821;R-HSA-6788571;R-HSA-6790041;R-HSA-6786072"
R-HSA-111997,"CaM pathway",3,43,0.0029305527158726913,0.3586522666295031,0.6469790232063776,14,24,0.001851566116340071,9606,Homo sapiens,"2259;114;2263","","R-HSA-9618834;R-HSA-442725;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-74448;R-HSA-111956;R-HSA-111930;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-111933,"Calmodulin induced events",3,43,0.0029305527158726913,0.3586522666295031,0.6469790232063776,13,23,0.0017744175281592346,9606,Homo sapiens,"2259;114;2263","","R-HSA-9618834;R-HSA-442725;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-111956;R-HSA-111930;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-193775,"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",3,43,0.0029305527158726913,0.3586522666295031,0.6469790232063776,5,28,0.002160160469063416,9606,Homo sapiens,"5740;11001;23600","","R-HSA-193763;R-HSA-193736;R-HSA-193743;R-HSA-193727;R-HSA-193709"
R-HSA-163765,"ChREBP activates metabolic gene expression",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,6,6,4.6289152908501776E-4,9606,Homo sapiens,"51085","","R-HSA-163666;R-HSA-163748;R-HSA-163733;R-HSA-163669;R-HSA-163770;R-HSA-163743"
R-HSA-8857538,"PTK6 promotes HIF1A stabilization",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,6,6,4.6289152908501776E-4,9606,Homo sapiens,"1839","","R-HSA-8857555;R-HSA-8857583;R-HSA-8857565;R-HSA-8857549;R-HSA-9634702;R-HSA-8857577"
R-HSA-190370,"FGFR1b ligand binding and activation",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"2246","","R-HSA-190245;R-HSA-190427"
R-HSA-629587,"Highly sodium permeable postsynaptic acetylcholine nicotinic receptors",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"2353","","R-HSA-622325;R-HSA-629588"
R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"1634","","R-HSA-3636919"
R-HSA-3595172,"Defective CHST3 causes SEDCJD",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,1,1,7.714858818083629E-5,9606,Homo sapiens,"1634","","R-HSA-3595175"
R-HSA-163767,"PP2A-mediated dephosphorylation of key metabolic factors",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,3,4,3.0859435272334514E-4,9606,Homo sapiens,"51085","","R-HSA-163688;R-HSA-164056;R-HSA-163689"
R-HSA-9645135,"STAT5 Activation",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,2,3,2.3144576454250888E-4,9606,Homo sapiens,"3773","","R-HSA-9645137;R-HSA-9645126"
R-HSA-9027283,"Erythropoietin activates STAT5",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,2,3,2.3144576454250888E-4,9606,Homo sapiens,"3773","","R-HSA-9012650;R-HSA-9012654"
R-HSA-350864,"Regulation of thyroid hormone activity",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,1,2,1.5429717636167257E-4,9606,Homo sapiens,"1733","","R-HSA-209772"
R-HSA-199920,"CREB phosphorylation",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,1,4,3.0859435272334514E-4,9606,Homo sapiens,"6196","","R-HSA-199895"
R-HSA-6806942,"MET Receptor Activation",1,9,6.133714986710284E-4,0.3598532891028652,0.6469790232063776,1,5,3.8574294090418145E-4,9606,Homo sapiens,"3249","","R-HSA-6800200"
R-HSA-9013695,"NOTCH4 Intracellular Domain Regulates Transcription",2,26,0.0017719621072718598,0.3690871985533206,0.6469790232063776,8,9,6.943372936275266E-4,9606,Homo sapiens,"3280;55534","","R-HSA-9604451;R-HSA-9604550;R-HSA-9013693;R-HSA-9604471;R-HSA-9013711;R-HSA-9604664;R-HSA-9604553;R-HSA-9604446"
R-HSA-198753,"ERK/MAPK targets",2,26,0.0017719621072718598,0.3690871985533206,0.6469790232063776,2,7,5.40040117265854E-4,9606,Homo sapiens,"6196;1848","","R-HSA-203797;R-HSA-198746"
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",2,26,0.0017719621072718598,0.3690871985533206,0.6469790232063776,2,8,6.171887054466903E-4,9606,Homo sapiens,"2668;90701","","R-HSA-422051;R-HSA-422048"
R-HSA-196836,"Vitamin C (ascorbate) metabolism",2,26,0.0017719621072718598,0.3690871985533206,0.6469790232063776,2,9,6.943372936275266E-4,9606,Homo sapiens,"9963;57561","","R-HSA-198870;R-HSA-9640316"
R-HSA-1839117,"Signaling by cytosolic FGFR1 fusion mutants",2,26,0.0017719621072718598,0.3690871985533206,0.6469790232063776,2,14,0.001080080234531708,9606,Homo sapiens,"6772;3773","","R-HSA-1839112;R-HSA-1888198"
R-HSA-111931,"PKA-mediated phosphorylation of CREB",2,26,0.0017719621072718598,0.3690871985533206,0.6469790232063776,1,7,5.40040117265854E-4,9606,Homo sapiens,"2259;114","","R-HSA-111930"
R-HSA-114608,"Platelet degranulation ",8,137,0.009336877257547877,0.3695692530894408,0.6469790232063776,3,11,8.486344699891992E-4,9606,Homo sapiens,"88;2259;3249;1675;5919;3671;5345;1191","","R-HSA-482772;R-HSA-481009;R-HSA-481007"
R-HSA-5218920,"VEGFR2 mediated vascular permeability",3,44,0.002998705104613917,0.37200688334444065,0.6469790232063776,11,15,0.0011572288227125443,9606,Homo sapiens,"2259;1003;10451","","R-HSA-5357472;R-HSA-202129;R-HSA-202144;R-HSA-5357445;R-HSA-5357477;R-HSA-5357483;R-HSA-202137;R-HSA-202111;R-HSA-202127;R-HSA-202110;R-HSA-1497784"
R-HSA-3769402,"Deactivation of the beta-catenin transactivating complex",3,44,0.002998705104613917,0.37200688334444065,0.6469790232063776,5,14,0.001080080234531708,9606,Homo sapiens,"7089;6662;83595","","R-HSA-3322434;R-HSA-3361751;R-HSA-3322431;R-HSA-5626938;R-HSA-3322429"
R-HSA-419037,"NCAM1 interactions",3,44,0.002998705104613917,0.37200688334444065,0.6469790232063776,2,10,7.714858818083629E-4,9606,Homo sapiens,"2668;8912;4902","","R-HSA-525833;R-HSA-375144"
R-HSA-73887,"Death Receptor Signalling",9,157,0.010699925032372385,0.37644698040486535,0.6469790232063776,49,90,0.006943372936275266,9606,Homo sapiens,"4099;8743;389337;89846;10451;3177;7128;54848;57580","","R-HSA-5357776;R-HSA-193665;R-HSA-141316;R-HSA-193668;R-HSA-193669;R-HSA-193672;R-HSA-75146;R-HSA-193679;R-HSA-193677;R-HSA-9012761;R-HSA-193682;R-HSA-193686;R-HSA-204949;R-HSA-193684;R-HSA-193694;R-HSA-204958;R-HSA-209566;R-HSA-193695;R-HSA-193696;R-HSA-193702;R-HSA-193703;R-HSA-209573;R-HSA-193700;R-HSA-5693055;R-HSA-193705;R-HSA-140978;R-HSA-75187;R-HSA-204981;R-HSA-205115;R-HSA-205112;R-HSA-205117;R-HSA-5357845;R-HSA-205132;R-HSA-141139;R-HSA-5693108;R-HSA-193636;R-HSA-75238;R-HSA-193642;R-HSA-193643;R-HSA-193641;R-HSA-205039;R-HSA-193646;R-HSA-193647;R-HSA-193650;R-HSA-5357860;R-HSA-193655;R-HSA-193653;R-HSA-193656;R-HSA-209532"
R-HSA-397014,"Muscle contraction",14,254,0.017310706740271246,0.381019523995073,0.6469790232063776,17,41,0.003163092115414288,9606,Homo sapiens,"88;4881;7135;6335;2668;2524;2259;477;26287;3751;3776;53826;3767","","R-HSA-390597;R-HSA-427910;R-HSA-390598;R-HSA-5678261;R-HSA-445797;R-HSA-390593;R-HSA-390595;R-HSA-5577234;R-HSA-2855020;R-HSA-5577213;R-HSA-5576895;R-HSA-5578910;R-HSA-936897;R-HSA-6784598;R-HSA-74448;R-HSA-445813;R-HSA-425661"
R-HSA-112315,"Transmission across Chemical Synapses",19,352,0.023989640836911335,0.3848994823484685,0.6469790232063776,79,162,0.01249807128529548,9606,Homo sapiens,"88;6196;5330;9568;3694;2353;2263;25854;2898;2259;2897;114;2246;2774;217;3773;8825;2705;6804","","R-HSA-888589;R-HSA-9618834;R-HSA-9611030;R-HSA-9619478;R-HSA-9619355;R-HSA-392206;R-HSA-442760;R-HSA-374922;R-HSA-9610627;R-HSA-9619843;R-HSA-438037;R-HSA-975389;R-HSA-1013020;R-HSA-9619467;R-HSA-1013013;R-HSA-380574;R-HSA-1013012;R-HSA-372505;R-HSA-9619214;R-HSA-432164;R-HSA-9619376;R-HSA-432162;R-HSA-9612085;R-HSA-9619125;R-HSA-170666;R-HSA-111913;R-HSA-111912;R-HSA-432172;R-HSA-5336443;R-HSA-111915;R-HSA-9618750;R-HSA-170671;R-HSA-380586;R-HSA-170674;R-HSA-445367;R-HSA-9029434;R-HSA-372529;R-HSA-9619367;R-HSA-9620004;R-HSA-9610408;R-HSA-372542;R-HSA-9617326;R-HSA-170686;R-HSA-9617583;R-HSA-9618863;R-HSA-380869;R-HSA-9619542;R-HSA-380608;R-HSA-9673173;R-HSA-451283;R-HSA-9619783;R-HSA-420688;R-HSA-442715;R-HSA-629588;R-HSA-380901;R-HSA-442724;R-HSA-442725;R-HSA-451310;R-HSA-451311;R-HSA-9618811;R-HSA-442732;R-HSA-500717;R-HSA-451309;R-HSA-9619449;R-HSA-380905;R-HSA-9617535;R-HSA-9618785;R-HSA-9619430;R-HSA-442739;R-HSA-374899;R-HSA-210420;R-HSA-210426;R-HSA-9611368;R-HSA-9614185;R-HSA-442749;R-HSA-622325;R-HSA-210430;R-HSA-917744;R-HSA-444792"
R-HSA-201681,"TCF dependent signaling in response to WNT",12,216,0.014720915968104683,0.38495379757774817,0.6469790232063776,36,71,0.005477549760839377,9606,Homo sapiens,"22943;3426;23072;7089;8325;7015;4496;6662;2123;84870;23213;83595","","R-HSA-3769401;R-HSA-4641159;R-HSA-1504213;R-HSA-3299569;R-HSA-3322422;R-HSA-4641155;R-HSA-3601585;R-HSA-3322431;R-HSA-201677;R-HSA-3322429;R-HSA-4641236;R-HSA-201685;R-HSA-1504193;R-HSA-5368582;R-HSA-4641246;R-HSA-201691;R-HSA-5368586;R-HSA-3640874;R-HSA-5368588;R-HSA-4641253;R-HSA-3361751;R-HSA-4641249;R-HSA-1504190;R-HSA-4641260;R-HSA-3772435;R-HSA-1504188;R-HSA-3772434;R-HSA-1504186;R-HSA-3772436;R-HSA-1458875;R-HSA-4641256;R-HSA-5626938;R-HSA-4641206;R-HSA-3322434;R-HSA-4641205;R-HSA-201717"
R-HSA-8875878,"MET promotes cell motility",3,45,0.003066857493355142,0.38530776357981966,0.6469790232063776,1,12,9.257830581700355E-4,9606,Homo sapiens,"3914;1301;3918","","R-HSA-8874079"
R-HSA-8931987,"RUNX1 regulates estrogen receptor mediated transcription",1,10,6.815238874122538E-4,0.3908171313956309,0.6469790232063776,8,8,6.171887054466903E-4,9606,Homo sapiens,"2099","","R-HSA-8932076;R-HSA-8931981;R-HSA-8932033;R-HSA-8932084;R-HSA-8932020;R-HSA-8932037;R-HSA-8932021;R-HSA-8932070"
R-HSA-190371,"FGFR3b ligand binding and activation",1,10,6.815238874122538E-4,0.3908171313956309,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"2246","","R-HSA-190385;R-HSA-190263"
R-HSA-162791,"Attachment of GPI anchor to uPAR",1,10,6.815238874122538E-4,0.3908171313956309,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"5329","","R-HSA-162836;R-HSA-162729"
R-HSA-3595177,"Defective CHSY1 causes TPBS",1,10,6.815238874122538E-4,0.3908171313956309,0.6469790232063776,2,2,1.5429717636167257E-4,9606,Homo sapiens,"1634","","R-HSA-3595178;R-HSA-3595176"
R-HSA-5336415,"Uptake and function of diphtheria toxin",1,10,6.815238874122538E-4,0.3908171313956309,0.6469790232063776,4,5,3.8574294090418145E-4,9606,Homo sapiens,"1839","","R-HSA-5336417;R-HSA-5336420;R-HSA-5336422;R-HSA-5336413"
R-HSA-418886,"Netrin mediated repulsion signals",1,10,6.815238874122538E-4,0.3908171313956309,0.6469790232063776,2,4,3.0859435272334514E-4,9606,Homo sapiens,"90249","","R-HSA-373751;R-HSA-373713"
R-HSA-187015,"Activation of TRKA receptors",1,10,6.815238874122538E-4,0.3908171313956309,0.6469790232063776,2,8,6.171887054466903E-4,9606,Homo sapiens,"135","","R-HSA-9613023;R-HSA-187661"
R-HSA-209822,"Glycoprotein hormones",1,10,6.815238874122538E-4,0.3908171313956309,0.6469790232063776,1,4,3.0859435272334514E-4,9606,Homo sapiens,"3624","","R-HSA-378975"
R-HSA-8949275,"RUNX3 Regulates Immune Response and Cell Migration",1,10,6.815238874122538E-4,0.3908171313956309,0.6469790232063776,1,5,3.8574294090418145E-4,9606,Homo sapiens,"6097","","R-HSA-8949301"
R-HSA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",6,102,0.006951543651604989,0.3935059666891014,0.6469790232063776,11,48,0.003703132232680142,9606,Homo sapiens,"6196;2353;4214;5602;1848;3725","","R-HSA-168162;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-166869;R-HSA-198746;R-HSA-168440;R-HSA-168136;R-HSA-450348"
R-HSA-168164,"Toll Like Receptor 3 (TLR3) Cascade",6,102,0.006951543651604989,0.3935059666891014,0.6469790232063776,13,61,0.004706063879031014,9606,Homo sapiens,"6196;2353;5602;1848;54848;3725","","R-HSA-168162;R-HSA-177671;R-HSA-168933;R-HSA-168136;R-HSA-450348;R-HSA-450292;R-HSA-9013978;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168440"
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",6,103,0.007019696040346214,0.40222526807379655,0.6469790232063776,11,63,0.004860361055392687,9606,Homo sapiens,"6196;2353;4214;5602;1848;3725","","R-HSA-168162;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-166869;R-HSA-198746;R-HSA-168440;R-HSA-168136;R-HSA-450348"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",6,103,0.007019696040346214,0.40222526807379655,0.6469790232063776,11,64,0.004937509643573522,9606,Homo sapiens,"6196;2353;4214;5602;1848;3725","","R-HSA-168162;R-HSA-450292;R-HSA-450325;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-166869;R-HSA-198746;R-HSA-168440;R-HSA-168136;R-HSA-450348"
R-HSA-9020591,"Interleukin-12 signaling",5,84,0.0057248006542629315,0.4028551181333342,0.6469790232063776,47,56,0.004320320938126832,9606,Homo sapiens,"654483;6775;2939;3732","","R-HSA-8950344;R-HSA-8950218;R-HSA-8950732;R-HSA-8950415;R-HSA-9617941;R-HSA-8950721;R-HSA-8950533;R-HSA-8950213;R-HSA-8950681;R-HSA-8950426;R-HSA-447252;R-HSA-8950684;R-HSA-8950365;R-HSA-8950173;R-HSA-9006431;R-HSA-8950367;R-HSA-8950175;R-HSA-8950623;R-HSA-8981073;R-HSA-8950480;R-HSA-8950608;R-HSA-8950225;R-HSA-8950354;R-HSA-8950292;R-HSA-8950423;R-HSA-8950314;R-HSA-8950634;R-HSA-8950637;R-HSA-8950190;R-HSA-8950063;R-HSA-8981093;R-HSA-8950181;R-HSA-8950567;R-HSA-8952807;R-HSA-8950328;R-HSA-8950201;R-HSA-8950586;R-HSA-8950778;R-HSA-8950718;R-HSA-8950448;R-HSA-8950128;R-HSA-8950322;R-HSA-8950771;R-HSA-8950260;R-HSA-447226;R-HSA-8950389;R-HSA-8950581"
R-HSA-1980143,"Signaling by NOTCH1",5,84,0.0057248006542629315,0.4028551181333342,0.6469790232063776,16,39,0.003008794939052615,9606,Homo sapiens,"3280;7089;54567;55534;54492","","R-HSA-157632;R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912393;R-HSA-1980074;R-HSA-1980138;R-HSA-1912394;R-HSA-1980041;R-HSA-4396347;R-HSA-4396379;R-HSA-1912359;R-HSA-1912391;R-HSA-1980067;R-HSA-4396382;R-HSA-1980065"
R-HSA-77387,"Insulin receptor recycling",2,28,0.0019082668847543107,0.40390649595782324,0.6469790232063776,2,6,4.6289152908501776E-4,9606,Homo sapiens,"245972;527","","R-HSA-74723;R-HSA-5252133"
R-HSA-5218859,"Regulated Necrosis",2,28,0.0019082668847543107,0.40390649595782324,0.6469790232063776,4,13,0.0010029316463508718,9606,Homo sapiens,"8743;4496","","R-HSA-3465429;R-HSA-5675456;R-HSA-5213462;R-HSA-5620975"
R-HSA-5213460,"RIPK1-mediated regulated necrosis",2,28,0.0019082668847543107,0.40390649595782324,0.6469790232063776,4,13,0.0010029316463508718,9606,Homo sapiens,"8743;4496","","R-HSA-3465429;R-HSA-5675456;R-HSA-5213462;R-HSA-5620975"
R-HSA-879518,"Transport of organic anions",2,28,0.0019082668847543107,0.40390649595782324,0.6469790232063776,2,9,6.943372936275266E-4,9606,Homo sapiens,"28231;353189","","R-HSA-879594;R-HSA-879575"
R-HSA-9013507,"NOTCH3 Activation and Transmission of Signal to the Nucleus",2,28,0.0019082668847543107,0.40390649595782324,0.6469790232063776,3,15,0.0011572288227125443,9606,Homo sapiens,"54567;54492","","R-HSA-9013069;R-HSA-2168136;R-HSA-9013284"
R-HSA-912694,"Regulation of IFNA signaling",2,28,0.0019082668847543107,0.40390649595782324,0.6469790232063776,1,5,3.8574294090418145E-4,9606,Homo sapiens,"6772","","R-HSA-997309"
R-HSA-5662702,"Melanin biosynthesis",2,28,0.0019082668847543107,0.40390649595782324,0.6469790232063776,2,11,8.486344699891992E-4,9606,Homo sapiens,"51151;1638","","R-HSA-5662662;R-HSA-5662660"
R-HSA-400508,"Incretin synthesis, secretion, and inactivation",3,47,0.0032031622708375927,0.41169627249055596,0.6469790232063776,9,14,0.001080080234531708,9606,Homo sapiens,"2668;90701;23237","","R-HSA-381799;R-HSA-400500;R-HSA-381798;R-HSA-383313;R-HSA-400496;R-HSA-9023633;R-HSA-9023632;R-HSA-400459;R-HSA-421416"
R-HSA-416482,"G alpha (12/13) signalling events",5,85,0.0057929530430041575,0.4125227522682191,0.6469790232063776,1,14,0.001080080234531708,9606,Homo sapiens,"389337;89846;10451;54848;57580","","R-HSA-419166"
R-HSA-444257,"RSK activation",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,4,4,3.0859435272334514E-4,9606,Homo sapiens,"6196","","R-HSA-9619843;R-HSA-9029434;R-HSA-442739;R-HSA-9620004"
R-HSA-442729,"CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,8,10,7.714858818083629E-4,9606,Homo sapiens,"2259","","R-HSA-9618834;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-442749;R-HSA-9618863;R-HSA-444792"
R-HSA-9010642,"ROBO receptors bind AKAP5",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,4,7,5.40040117265854E-4,9606,Homo sapiens,"3821","","R-HSA-9010648;R-HSA-9010641;R-HSA-9010643;R-HSA-9010645"
R-HSA-3371378,"Regulation by c-FLIP",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,2,4,3.0859435272334514E-4,9606,Homo sapiens,"8743","","R-HSA-3465448;R-HSA-3371359"
R-HSA-69416,"Dimerization of procaspase-8",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,1,3,2.3144576454250888E-4,9606,Homo sapiens,"8743","","R-HSA-141156"
R-HSA-163680,"AMPK inhibits chREBP transcriptional activation activity",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,1,4,3.0859435272334514E-4,9606,Homo sapiens,"51085","","R-HSA-163691"
R-HSA-111453,"BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,1,4,3.0859435272334514E-4,9606,Homo sapiens,"90427","","R-HSA-508163"
R-HSA-9012546,"Interleukin-18 signaling",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,1,4,3.0859435272334514E-4,9606,Homo sapiens,"2898","","R-HSA-6797293"
R-HSA-425986,"Sodium/Proton exchangers",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,1,4,3.0859435272334514E-4,9606,Homo sapiens,"6550","","R-HSA-425994"
R-HSA-8939246,"RUNX1 regulates transcription of genes involved in differentiation of myeloid cells",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,1,7,5.40040117265854E-4,9606,Homo sapiens,"1437","","R-HSA-8938251"
R-HSA-351906,"Apoptotic cleavage of cell adhesion  proteins",1,11,7.496762761534792E-4,0.4202852154698078,0.6469790232063776,1,10,7.714858818083629E-4,9606,Homo sapiens,"999","","R-HSA-202939"
R-HSA-2024101,"CS/DS degradation",2,29,0.001976419273495536,0.42097092747826725,0.6469790232063776,3,10,7.714858818083629E-4,9606,Homo sapiens,"2207;1634","","R-HSA-1793176;R-HSA-2022056;R-HSA-2065233"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",8,144,0.009813943978736455,0.42145173281134063,0.6469790232063776,3,14,0.001080080234531708,9606,Homo sapiens,"88;2259;3249;1675;5919;3671;5345;1191","","R-HSA-482772;R-HSA-481009;R-HSA-481007"
R-HSA-977443,"GABA receptor activation",4,67,0.0045662100456621,0.42415650371777014,0.6469790232063776,9,12,9.257830581700355E-4,9606,Homo sapiens,"9568;114;2774;3773","","R-HSA-170674;R-HSA-1013020;R-HSA-420688;R-HSA-170666;R-HSA-1013013;R-HSA-392206;R-HSA-1013012;R-HSA-170686;R-HSA-170671"
R-HSA-111996,"Ca-dependent events",3,48,0.003271314659578818,0.4247598146777769,0.6469790232063776,14,27,0.00208301188088258,9606,Homo sapiens,"2259;114;2263","","R-HSA-9618834;R-HSA-442725;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-74448;R-HSA-111956;R-HSA-111930;R-HSA-442749;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-71240,"Tryptophan catabolism",3,48,0.003271314659578818,0.4247598146777769,0.6469790232063776,3,16,0.0012343774108933806,9606,Homo sapiens,"8564;130013;8140","","R-HSA-71200;R-HSA-71223;R-HSA-352232"
R-HSA-1839124,"FGFR1 mutant receptor activation",3,48,0.003271314659578818,0.4247598146777769,0.6469790232063776,4,25,0.0019287147045209073,9606,Homo sapiens,"2246;6772;3773","","R-HSA-2023455;R-HSA-1839112;R-HSA-2023451;R-HSA-1888198"
